AC	0139	RIO BRANCO	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	04034583000122	MUNICIPIO DE RIO BRANCO [MUNICIPIO DE RIO BRANCO]	STN - Transferências a Municípios	 	 	2139,76
AM	0209	BARCELOS	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	04271037000105	MUNICIPIO DE BARCELOS [BARCELOS GABINETE DO PREFEITO]	STN - Transferências a Municípios	 	 	26922,11
AM	0235	HUMAITA	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	04465209000181	MUNICIPIO DE HUMAITA [HUMAITA AM GAB DO PREFEITO]	STN - Transferências a Municípios	 	 	56,58
AM	0255	MANAUS	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	04365326000173	MUNICIPIO DE MANAUS [MANAUS GABINETE DO PREFEITO]	STN - Transferências a Municípios	 	 	42747,96
PA	0411	ALTAMIRA	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	05263116000137	MUNICIPIO DE ALTAMIRA [PMA]	STN - Transferências a Municípios	 	 	5497,18
PA	0467	INHANGAPI	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	05171921000130	MUNICIPIO DE INHANGAPI [INHANGAPI PREF GABINETE DO PREFEITO]	STN - Transferências a Municípios	 	 	1486,27
PA	0535	SANTAREM	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	05182233000176	MUNICIPIO DE SANTAREM [PREFEITURA MUNICIPAL DE SANTAREM]	STN - Transferências a Municípios	 	 	11033,89
PA	0539	SANTO ANTONIO DO TAUA	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	05059936000101	MUNICIPIO DE SANTO ANTONIO DO TAUA [SANTO ANTONIO DO TAUA PREF GABINETE DO PREFEITO]	STN - Transferências a Municípios	 	 	925,47
PA	0587	MAE DO RIO	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	05363023000184	MUNICIPIO DE MAE DO RIO [PREFEITURA MUNICIPAL MAE DO RIO]	STN - Transferências a Municípios	 	 	231,16
AP	0609	OIAPOQUE	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	05990445000180	MUNICIPIO DE OIAPOQUE [PMO GABINETE DO PREFEITO]	STN - Transferências a Municípios	 	 	819,51
MG	0694	PONTO DOS VOLANTES	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	01613377000189	MUNICIPIO DE PONTO DOS VOLANTES [PREFEITURA DE PONTO DOS VOLANTES]	STN - Transferências a Municípios	 	 	633,52
MA	0731	BARRA DO CORDA	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	06769798000117	MUNICIPIO DE BARRA DO CORDA [BARRA DO CORDA PREFEITURA MUNICIPAL]	STN - Transferências a Municípios	 	 	161,21
MA	0757	CAXIAS	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	06082820000156	MUNICIPIO DE CAXIAS [PREFEITURA MUNICIPAL DE CAXIAS]	STN - Transferências a Municípios	 	 	5572,95
MA	0807	ITAPECURU MIRIM	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	05648696000180	MUNICIPIO DE ITAPECURU MIRIM [PREFEITURA MUNICIAPL]	STN - Transferências a Municípios	 	 	490,99
PR	0862	IMBAU	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	01613770000172	MUNICIPIO DE IMBAU [MUNICIPIO DE IMBAU]	STN - Transferências a Municípios	 	 	16828,43
SC	0888	BALNEARIO ARROIO DO SILVA	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	01605479000152	MUNICIPIO DE BALNEARIO ARROIO DO SILVA [PREFEITURA MUNICIPAL]	STN - Transferências a Municípios	 	 	222,72
RO	0979	VALE DO PARAISO	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	63786990000155	MUNICIPIO DE VALE DO PARAISO [PREFEITURA DE VALE DO PARAISO]	STN - Transferências a Municípios	 	 	44,56
RS	1028	VESPASIANO CORREA	28	Encargos Especiais	845	Outras Transferências	0903	Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica	0547	Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º)	CFEM	01611117000174	MUNICIPIO DE VESPASIANO CORREA [PREFEITURA MUNICIPAL DE VESPASIANO CORREA]	STN - Transferências a Municípios	 	 	942,25
